identifier,name,title,description,distribution,webService,dataDictionary,keyword,modified,publisher,contactPoint,mbox,accessLevel,landingPage,temporal,api,version,recordCount,bureauCode,programCode,accessLevelComment,license,spatial,theme,dataQuality,accrualPeriodicity,language,primaryITInvestmentUII,references,issued,systemOfRecords,depDate,depApiMessage,depWebMessage,depNewURL,hash,lastRefresh,id
openfema-13,HousingAssistanceRenters,Housing Assistance Program Data - Renters,"The dataset was generated by FEMA's Enterprise Coordination & Information Management (ECIM) Reporting team and is primarily composed of data from Housing Assistance Program reporting authority from FEMA registration renters and owners within the state, county, zip where the registration is valid. 

This dataset contains aggregated, non-PII data on FEMA's Housing Assistance Program within the state, county, zip where the registration is valid for the declarations, starting with disaster declarations number 4116.  The data is divided into data for renters and data for property owners. Additional core data elements include number of applicants, county, zip code, severity of damage, owner or renter. Data is self-reported and as such is subject to human error. To learn more about disaster assistance please visit https://www.fema.gov/individual-disaster-assistance.

This is raw, unedited data from FEMA's National Emergency Management Information System (NEMIS) and as such is subject to a small percentage of human error. For example, when an applicant registers they enter their street and city address.  The system runs a check and suggests a county.  The applicant, if registering online can override that choice.  If they are registering via the call center the Human Services Specialist (HSS) representatives are instructed to ask (not offer) what county they live in.  So even though the system might suggest County A,  an applicant has the right to choose County B.  

The financial information is derived from NEMIS and not FEMA's official financial systems.  Due to differences in reporting periods, status of obligations and how business rules are applied, this financial information may differ slightly from official publication on public websites such as usaspending.gov;  this dataset is not intended to be used for any official federal financial reporting.

Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v1/HousingAssistanceRenters,https://www.fema.gov/openfema-data-page/housing-assistance-program-data-renters-v1,"HousingAssistance,Renters,Registrations,Inspections,Damage,IHP",2020-06-25T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/individual-disaster-assistance ,2004-08-01/,1,1,,024:70,024:039,,,,Individual Assistance,true,R/P1W,en-US,,,8/14/2014,,9/12/2020,This dataset has been deprecated and will no longer be available by the date specified. It is recommended that the new endpoint be used. See the OpenFEMA documentation for additional information.,"A newer version of this OpenFEMA data set has been released. This older dataset version will no longer be updated and will be archived by September 12, 2020. The following page details the latest version of this data set: https://www.fema.gov/openfema-data-page/housing-assistance-program-data-renters-v2. CSV and JSON Files can be downloaded from the 'Full Data' section.

To access the dataset through an API endpoint, visit the 'API Endpoint' section of the above page. Accessing data in this fashion permits data filtering, sorting, and field selection. The OpenFEMA API Documentation page provides information on API usage. 

If you have any questions, please contact the OpenFEMA team at OpenFEMA@fema.dhs.gov.",https://www.fema.gov/openfema-data-page/housing-assistance-program-data-renters-v2,4456323283780e26502d805843fa75cda64eb790,2021-09-01T15:01:28.246Z,5dd723598ca22d24d423ebc7
openfema-34,IndividualsAndHouseholdsProgramValidRegistrations,Individuals and Households Program - Valid Registrations,"This dataset contains FEMA applicant-level data for the Individuals and Households Program (IHP). All PII information has been removed. The location is represented by county, city, and zip code. This dataset contains IA applications from DR1439 (declared in 2002) to those declared over 30 days ago. The full data set is refreshed on an annual basis. A weekly refresh occurs to update disasters declared in the last 18 months. 

IHP is intended to meet basic needs and supplement disaster recovery efforts. The IHP is not intended to return disaster-damaged property to its pre-disaster condition. Disaster damage to secondary or vacation homes does not qualify for IHP assistance. 

This is raw, unedited data from FEMA's National Emergency Management Information System (NEMIS) and as such is subject to a small percentage of human error. 

Any financial information is derived from NEMIS and not FEMA's official financial systems. Due to differences in reporting periods, status of obligations and how business rules are applied, this financial information may differ slightly from official publication on public websites such as usaspending.gov; this dataset is not intended to be used for any official federal financial reporting.

This dataset is not intended to be an official federal report, and should not be considered an official federal report. 

Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

Due to the size of this file, tools other than a spreadsheet may be required to analyze, visualize, and manipulate the data. MS Excel will not be able to process files this large without data loss. It is recommended that a database (e.g., MS Access, MySQL, PostgreSQL, etc.) be used to store and manipulate data. Other programming tools such as R, Apache Spark, and Python can also be used to analyze and visualize data. Further, basic Linux/Unix tools can be used to manipulate, search, and modify large files.  

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v1/IndividualsAndHouseholdsProgramValidRegistrations,https://www.fema.gov/openfema-data-page/individuals-and-households-program-valid-registrations-v1,"Individual,Assistance,Housing,Applicants,Owners,Renters,IHP,HA,ONA,Flood,Damage,Amount,Disaster,Demographics",2020-05-20T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/individual-disaster-assistance ,2002-01-01/,1,1,18212376,024:70,024:039,,,,Individual Assistance,true,R/P1W,en-US,,,1/24/2020,,,,,,a1b894d0ec438ea8cdc4187b5d251ad0daed7221,2022-04-02T08:14:18.070Z,5e286a253ed9ed454195a934
openfema-35,IpawsArchivedAlerts,IPAWS Archived Alerts,"The Integrated Public Alert and Warning System (IPAWS) is a modernization of the nation's alert and warning infrastructure that unifies the United States' Emergency Alert System (EAS), Wireless Emergency Alerts (WEA), the National Oceanic and Atmospheric Administration (NOAA) Weather Radio, and other public alerting systems implemented as a set of Web services. IPAWS was designed to modernize these systems by enabling alerts to be aggregated over a network and distributed to the appropriate system for public dissemination.
Organized and managed by FEMA, the system supports alert origination by Federal, state, local, territorial and tribal officials, and subsequent dissemination to the public using a range of national and local alerting systems.
This data set contains recent*, historic, and archived IPAWS Common Alerting Protocol (CAP) v1.2 messages from June 2012 to the present including date, time, event code (examples listed below), city, county, joint agency, police, law enforcement, Collaborative Operating Group (COG), State(s), locality, territory or tribe. It can be used to capture and analyze historic and archived messages. *The dataset is published with a twenty four (24) hour delay to reduce the risk of being confused with an active alert received from the live IPAWS feed. The most recent record will reflect the alert(s) sent twenty four (24) hours ago (if such records exist). For example, if an alert originator sent an alert at 1459GMT on June 1st and sent a different alert at 1600GMT on June 2nd, these alerts will not be visible in the dataset until 1459GMT on June 2nd and 1600GMT June 3rd respectively.  Information on signing up for receiving active alerts can be found at https://www.fema.gov/emergency-managers/practitioners/integrated-public-alert-warning-system. To request access to alerts issued through IPAWS or for a list of companies with access to the IPAWS All-Hazards Information Feed, email ipaws@fema.dhs.gov.
The data elements within the CAP messages are well documented and can be found in the following technical document: https://docs.oasis-open.org/emergency/cap/v1.2/CAP-v1.2-os.pdf
See also:
IPAWS Architecture - https://www.fema.gov/pdf/emergency/ipaws/architecture_diagram.pdf
IPAWS Overview - https://www.fema.gov/emergency-managers/practitioners/integrated-public-alert-warning-system

This is raw, unedited data with no personally identifiable information from the IPAWS Alert Aggregator from June 2012 to the present created by over 1450 Alert Originators across the country. FEMA does not validate the content of each message. As such, it may contain a small percentage of human error. The dataset is published with a twenty four (24) hour delay to reduce the risk of being confused with an active alert received from the live IPAWS feed. The most recent record will reflect the alert(s) sent twenty four (24) hours ago (if such records exist). For example, if an alert originator sent an alert at 1459GMT on June 1st and sent a different alert at 1600GMT on June 2nd, these alerts will not be visible in the dataset until 1459GMT on June 2nd and 1600GMT June 3rd respectively.  OpenFEMA does not have a full backup capability so if the site goes down, you will not be able to access the information. This happens only on rare occasions. 
Earlier messages may contain non-compliant geocoordinates which will not work if you try to use them. Recent versions of the software check these coordinates for compliance. 
This dataset is not intended to be an official federal report, and should not be considered an official federal report.  If you are using this site for other than research purposes, please understand that these CAP messages are captured only after the official IPAWS message has been sent. To request access to alerts issued through IPAWS or for a list of companies with access to the IPAWS All-Hazards Information Feed, email ipaws@fema.dhs.gov. 
Note that the original IPAWS CAP message is provided in the originalMessage element of the returned JSON object. The XML based message is encoded such that a separate tool, such as a JSON parser, computer language, or browser must be used to view the original format. If no such tool is available to you, online utilities exist, such as https://codebeautify.org/json-escape-unescape that will decode the message. See the originalMessage field for additional details.

If you have media inquiries about this dataset please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov. IPAWS specific queries should be sent to the general mailbox (IPAWS@fema.dhs.gov). Copies will be sent from the mailbox to IPAWS leadership and Subject Matter Experts.",,https://www.fema.gov/api/open/v1/IpawsArchivedAlerts,https://www.fema.gov/openfema-data-page/ipaws-archived-alerts-v1,"IPAWS, alerts, cap, alert, warning, public alert",2020-02-13T05:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/emergency-managers/practitioners/integrated-public-alert-warning-system,2012-06-01/,1,1,4199369,024:70,024:039,,,,Emergency Management/Preparedness/Alerts,TRUE,R/PT2M,en-US,,https://docs.oasis-open.org/emergency/cap/v1.2/CAP-v1.2-os.pdf;https://www.fema.gov/pdf/emergency/ipaws/architecture_diagram.pdf,3/27/2020,,,,,,aec7c0a17a4864343aa11384a4c0e694,2022-04-06T00:32:03.848Z,5e7e1818d7f69950eb8ee5ff
openfema-44,FemaRegions,FEMA Regions,"Provides the list of FEMA Regions.  The dataset includes the address for each regions headquarters as well a point in GeoJSON format for the headquarter and a geometry shape for the region in GeoJSON format.

If you have media inquiries about this dataset please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v2/FemaRegions,https://www.fema.gov/openfema-data-page/fema-regions-v2,regions,2020-04-17T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,,,1,2,11,024:70,024:039,,,,Miscellaneous,true,irregular,en-US,,,,,,,,,84c8f19699b02d6ec9151570aef0f62d,2022-01-10T18:45:43.360Z,5ed7fe2e556129600dd20e34
openfema-52,HazardMitigationAssistanceProjectsByNfipCrsCommunities,Hazard Mitigation Assistance Projects by NFIP CRS Communities,"This dataset contains funded projects under FEMA's Hazard Mitigation Assistance (HMA) grant programs by communities participating in the National Flood Insurance Program (NFIP) Community Rating System (CRS). The Hazard Mitigation Assistance Projects by NFIP CRS Communities dataset can be joined to the OpenFEMA Hazard Mitigation Assistance Funded Project dataset by the Project Identifier field. Note, not all projects in the Hazard Mitigation Assistance Funded Project dataset will associate to an NFIP CRS Community. For more information on the NFIP CRS Program, visit https://www.fema.gov/flood-insurance/rules-legislation/community-rating-system.

FEMA administers three programs that provide funding for eligible mitigation planning and projects that reduces disaster losses and protect life and property from future disaster damages. The three programs are the Hazard Mitigation Grant Program (HMGP), Flood Mitigation Assistance (FMA) grant program, and Building Resilient Infrastructure and Communities (BRIC) grant program. This dataset also contains data from the HMA grant programs that were eliminated by the Disaster Recovery Reform Act of 2018 (Pre-Disaster Mitigation (PDM) grant program) and Biggert Water Flood Insurance Reform Act of 2012 (Repetitive Flood Claims (RFC) grant program and Severe Repetitive Loss (SRL) grant program). For more information on the Hazard Mitigation Assistance grant programs, please visit: https://www.fema.gov/grants/mitigation.                                                                    

This is raw, unedited data from FEMA's National Emergency Management Information System (NEMIS) and Mitigation eGrants Systems and is dependent on Regional entry, as such it is subject to a small percentage of human error and delayed entry of plan information. The data is updated from authoritative sources and has a minimum 24 hour delay. This dataset is not derived from FEMA's official financial system and is not intended to be used for any official federal financial reporting. Due to differences in reporting periods, status of obligations and how business rules are applied, the financial information in this dataset may differ slightly from official publication on public websites such as usaspending.gov. 

Please note that jurisdictions may participate in multiple plans. 

Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

Place name may differ from official naming standard referenced in update organization documents (i.e. Tribal name under BIA list or other authoritative source Village of, City of, etc).

If you have media inquiries about this dataset please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v1/HazardMitigationAssistanceProjectsByNfipCrsCommunities,https://www.fema.gov/openfema-data-page/hazard-mitigation-assistance-projects-nfip-crs-communities-v1,"assistance,HMA,HMGP,BRIC,PDM,FMA,SRL,RFC,NFIP,CRS",2020-05-11T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/grants/mitigation,1989-01-01/,1,1,49145,024:70,024:039,,,,Hazard Mitigation,true,R/P1D,en-US,,,6/17/2020,,,,,,5d6ec29b6a267e9403b594db07cbbef7be6390c2,2022-04-05T16:37:02.951Z,5ed93093a743475fdae29461
openfema-55,HousingAssistanceRenters,Housing Assistance Program Data - Renters,"The dataset was generated by FEMA's Enterprise Coordination & Information Management (ECIM) Reporting team and is primarily composed of data from Housing Assistance Program reporting authority from FEMA registration renters and owners within the state, county, zip where the registration is valid. 

This dataset contains aggregated, non-PII data on FEMA's Housing Assistance Program within the state, county, zip where the registration is valid for the declarations, starting with disaster declarations number 4116.  The data is divided into data for renters and data for property owners. Additional core data elements include number of applicants, county, zip code, severity of damage, owner or renter. Data is self-reported and as such is subject to human error. To learn more about disaster assistance please visit https://www.fema.gov/individual-disaster-assistance.

This is raw, unedited data from FEMA's National Emergency Management Information System (NEMIS) and as such is subject to a small percentage of human error. For example, when an applicant registers they enter their street and city address.  The system runs a check and suggests a county.  The applicant, if registering online can override that choice.  If they are registering via the call center the Human Services Specialist (HSS) representatives are instructed to ask (not offer) what county they live in.  So even though the system might suggest County A,  an applicant has the right to choose County B.  

The financial information is derived from NEMIS and not FEMA's official financial systems.  Due to differences in reporting periods, status of obligations and how business rules are applied, this financial information may differ slightly from official publication on public websites such as usaspending.gov;  this dataset is not intended to be used for any official federal financial reporting.

Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v2/HousingAssistanceRenters,https://www.fema.gov/openfema-data-page/housing-assistance-program-data-renters-v2,"HousingAssistance,Renters,Registrations,Inspections,Damage,IHP",2020-06-25T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/individual-disaster-assistance ,2004-08-01/,1,2,107420,024:70,024:039,,,,Individual Assistance,true,R/P1W,en-US,,,8/14/2014,,,,,,10d4cde1eb86f2eb5ad1b3403df78ebf8873772c,2022-04-02T08:09:32.237Z,5f086f050c96941b08614c42
openfema-53,RegistrationIntakeIndividualsHouseholdPrograms,Registration Intake and Individuals Household Program (RI-IHP),"This submission contains aggregated, non-PII data from Housing Assistance Program reporting authority within FEMA's Recovery Directorate to share data on registrations and Individuals and Households Program (IHP) for declarations starting from disaster declaration number 4116, segmented by city where registration is valid. Additional core data elements include: valid call center registrations, valid web registrations, valid mobile registrations, IHP eligible, IHP amount, HA eligible, HA amount, ONA eligible, and ONA amount.

Please Note: IHP is intended to help with critical expenses that cannot be covered in other ways. The IHP is not intended to return all homes or belongings to their pre-disaster condition. In some cases, IHP may only provide enough money, up to the program limits, for you to return an item to service. Secondary or vacation residencies do not qualify. Visit for more information about the program: https://www.fema.gov/assistance/public. 

This is raw, unedited data from FEMA's National Emergency Management Information System (NEMIS) and as such is subject to a small percentage of human error. 

The financial information is derived from NEMIS and not FEMA's official financial systems.  Due to differences in reporting periods, status of obligations and how business rules are applied, this financial information may differ slightly from official publication on public websites such as usaspending.gov;  this dataset is not intended to be used for any official federal financial reporting.

Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

This dataset is not intended to be an official federal report, and should not be considered an official federal report. 



If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v2/RegistrationIntakeIndividualsHouseholdPrograms,https://www.fema.gov/openfema-data-page/registration-intake-and-individuals-household-program-v2,"Registration,Applicants,Intake,IHP,HA,Amount,Award,Referred,Eligible",2020-06-25T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/individual-disaster-assistance ,2004-08-01/,1,2,168951,024:70,024:039,,,,Individual Assistance,true,R/P1W,en-US,,,7/13/2014,,,,,,1c5621def30e050895b964bac6f6dec14e10bc2d,2022-04-02T08:14:17.841Z,5f086f050c96941b08614c43
openfema-54,HousingAssistanceOwners,Housing Assistance Program Data - Owners,"This dataset was generated by FEMA's Enterprise Coordination & Information Management (ECIM) Reporting team to share data on FEMA's Housing Assistance Program for House Owners within the state, county, zip where the registration is valid for the declarations, starting with disaster declarations number 4116.

This dataset contains aggregated, non-PII data. Additional core data elements include number of applicants, county, zip code, inspections, severity of damage, assistance provided, and owner or renter. Data is self-reported and as such is subject to human error. To learn more about disaster assistance please visit https://www.fema.gov/individual-disaster-assistance.

The financial information is derived from NEMIS and not FEMA's official financial systems. Due to differences in reporting periods, status of obligations and how business rules are applied, this financial information may differ slightly from official publication on public websites such as usaspending.gov; this dataset is not intended to be used for any official federal financial reporting.

Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v2/HousingAssistanceOwners,https://www.fema.gov/openfema-data-page/housing-assistance-program-data-owners-v2,"housingassistance,owners,disaster",2020-06-25T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/individual-disaster-assistance ,2004-08-01/,1,2,123405,024:70,024:039,,,,Individual Assistance,true,R/P1W,en-US,,,6/26/2013,,,,,,d15af08c561536045a8f3d81d87929677239071a,2022-04-02T08:12:07.774Z,5f086f050c96941b08614c44
openfema-50,HazardMitigationPlanStatuses,Hazard Mitigation Plan Statuses,"The data found on this page comes from the Hazard Mitigation Planning Program's Mitigation Planning Portal (MPP). The MPP is an online platform for tracking and reporting on mitigation plans and related data elements across all ten Federal Emergency Management Agency (FEMA) Regions. MPP data provides insight into which jurisdictions are participating in mitigation plans across the country and what the status of those plans are. Additionally, MPP data provides dates to support tracking of when plans are approved and when they are set to expire which FEMA uses to monitor and support disaster preparedness and resilience.
Hazard mitigation planning reduces loss of life and property by minimizing the impact of disasters. It begins with state, tribal, territorial and local governments identifying natural disaster risks and vulnerabilities that are common in their area. After identifying these risks, they develop long-term strategies for protecting people and property from similar events. Mitigation plans are key to breaking the cycle of disaster damage and reconstruction. When applying for certain types of non-emergency disaster assistance, FEMA requires a hazard mitigation plan. These requirements are part of the laws, regulations and policy surrounding hazard mitigation planning. For more information, visit Hazard Mitigation Planning (https://www.fema.gov/emergency-managers/risk-management/hazard-mitigation-planning)

Hazard mitigation plans enable state, tribal, territorial, and local governments to: 
<ul><li> Increase education and awareness around threats, hazards, risk, and vulnerabilities</li><li>Build partnerships for risk reduction with governments, organizations, businesses, and the public</li><li>Identify long-term strategies that seek to reduce risk</li><li>Align risk reduction with other state, tribal, territorial or local objectives</li><li>Identify implementation actions to focus resources on the greatest risks and vulnerabilities</li><li>Connect priorities to potential funding sources</li><li>Increase investment in mitigation actions</li></ul>

A FEMA-approved hazard mitigation plan is needed to receive certain types of non-emergency disaster assistance.


Please note that jurisdictions may participate in multiple plans. This is raw, unedited data that is dependent on Regional entry, as such it is subject to human error and delayed entry of plan information. The data is updated from authoritative sources and has a minimum 24 hour delay.
Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions. 
Place name may differ from official naming standard referenced in update organization documents (i.e. Tribal name under BIA list or other authoritative source Village of, City of, etc.).

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v1/HazardMitigationPlanStatuses,https://www.fema.gov/openfema-data-page/hazard-mitigation-plan-statuses-v1,"mitigation,plan,planning,status",2020-05-11T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/emergency-managers/risk-management/hazard-mitigation-planning ,2004-02-09/,1,1,34753,024:70,024:039,,,,Hazard Mitigation,true,R/P1W,en-US,,,2020-07-17T04:00:00.000Z,,,,,,01386525603f187ebaedbf713686f764f9079df0,2022-04-05T16:36:49.942Z,5f086f050c96941b08614c45
openfema-32,FimaNfipPolicies,FIMA NFIP Redacted Policies,"Congress passed the National Flood Insurance Act (NFIA), 42 U.S.C. 4001 in 1968, creating the National Flood Insurance Program (NFIP) in order to reduce future flood losses through flood hazard identification, manage floodplain, and provide insurance protection. The Department of Housing and Urban Development (HUD) originally administered the NFIP, and Congress subsequently transferred the NFIP to FEMA upon its creation in 1979. FEMA and insurance companies participating in FEMA's Write Your Own (WYO) program offer NFIP insurance coverage for building structures as well as for contents and personal property within the building structures to eligible and insurable properties. The WYO program began in 1983 with NFIP operating under Part B of the NFIA and allows FEMA to authorize private insurance companies to issue the Standard Flood Insurance Policy (SFIP) as FEMA's fiduciary and fiscal agent. FEMA administers NFIP by ensuring insurance applications are processed properly; determining correct premiums; renewing, reforming, and cancelling insurance policies; transferring policies from the seller of the property to the purchaser of the property in certain circumstances; and processing insurance claims. 

The paid premiums of SFIPs and claims payments for damaged property are processed through the National Flood Insurance Fund (NFIF). NFIF was established by the National Flood Insurance Act of 1968 (42 U.S.C. 4001, et seq.), and is a centralized premium revenue and fee-generated fund that supports NFIP, which holds these U.S. Treasury funds. 

This data set is derived from the NFIP system of record, staged in the NFIP reporting platform and redacted to protect policy holder personally identifiable information.

The NFIP Transactional Record Reporting Process (TRRP) Plan (https://nfipservices.floodsmart.gov/manuals/jan_2015_consolidated_trrp.pdf) defines for the WYO companies how to report policy and claims information to the NFIP. The Flood Insurance Manual (https://nfipservices.floodsmart.gov/home/manuals) establishes how policies should be rated and underwritten. The NFIP has provided answers to Frequently Asked Questions (FAQs) to assist the public in understanding and navigating the data our program makes available:  https://www.fema.gov/sites/default/files/documents/fema_nfip-data-faqs.pdf.

This data set represents more than 50,000,000 policy transactions, in order to improve accessibility, we have one compressed file. Due to the file size we recommend using Access, SQL, or another programming/data management tool to visualize and manipulate the data, as Excel will not be able to process files this large without data loss. The dataset will be updated approximately monthly and will have a lag with the system of record. 

This dataset is not intended to be an official federal report, and should not be considered an official federal report. 
 
Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v1/FimaNfipPolicies,https://www.fema.gov/openfema-data-page/fima-nfip-redacted-policies-v1,"NFIP,Flood,Insurance,Policy",2020-06-24T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/flood-insurance,2009-01-01/,1,1,60536765,024:70,024:039,,,,National Flood Insurance Program,TRUE,R/P1M,en-US,,https://nfipservices.floodsmart.gov/manuals/jan_2015_consolidated_trrp.pdf,2019-06-01T04:00:00.000Z,,,,,,bd957743eed7e07e04d15cdf44f3b0314776e5a5,2022-03-09T21:02:00.813Z,5f086f050c96941b08614c46
openfema-31,FimaNfipClaims,FIMA NFIP Redacted Claims,"Congress passed the National Flood Insurance Act (NFIA), 42 U.S.C. 4001 in 1968, creating the National Flood Insurance Program (NFIP) in order to reduce future flood losses through flood hazard identification, manage floodplain, and provide insurance protection. The Department of Housing and Urban Development (HUD) originally administered the NFIP, and Congress subsequently transferred the NFIP to FEMA upon its creation in 1979. FEMA and insurance companies participating in FEMA's Write Your Own (WYO) program offer NFIP insurance coverage for building structures as well as for contents and personal property within the building structures, to eligible and insurable properties. The WYO program began in 1983 with NFIP operating under Part B of the NFIA and allows FEMA to authorize private insurance companies to issue the Standard Flood Insurance Policy (SFIP) as FEMA's fiduciary and fiscal agent. FEMA administers NFIP by ensuring insurance applications are processed properly; determining correct premiums; renewing, reforming, and cancelling insurance policies; transferring policies from the seller of the property to the purchaser of the property in certain circumstances; and processing insurance claims. 

The paid premiums of SFIPs and claims payments for damaged property are processed through the National Flood Insurance Fund (NFIF). NFIF was established by the National Flood Insurance Act of 1968 (42 U.S.C. 4001, et seq.), and is a centralized premium revenue and fee-generated fund that supports NFIP, which holds these U.S. Treasury funds. 

This dataset is derived from the NFIP system of record, staged in the NFIP reporting platform and redacted to protect policy holder personally identifiable information.

The NFIP Transactional Record Reporting Process (TRRP) Plan (https://nfipservices.floodsmart.gov/manuals/jan_2015_consolidated_trrp.pdf) defines for the WYO companies how to report policy and claims information to the NFIP. The Flood Insurance Manual (https://nfipservices.floodsmart.gov/home/manuals) establishes how claims should be adjusted. The NFIP has provided answers to Frequently Asked Questions (FAQs) to assist the public in understanding and navigating the data our program makes available:  https://www.fema.gov/sites/default/files/documents/fema_nfip-data-faqs.pdf

This data set represents more than 2,000,000 claims transactions, in order to improve accessibility, we have one compressed file. Due to the file size we recommend using Access, SQL, or another programming/data management tool to visualize and manipulate the data, as Excel will not be able to process files this large without data loss. The dataset will be updated approximately monthly and will have a lag with the system of record. 
 
This dataset is not intended to be an official federal report and should not be considered an official federal report. 
 
Citation: The Agency's preferred citation for datasets (API usage or file downloads) can be found on the OpenFEMA Terms and Conditions page, Citing Data section: https://www.fema.gov/about/openfema/terms-conditions.

If you have media inquiries about this dataset, please email the FEMA News Desk FEMA-News-Desk@dhs.gov or call (202) 646-3272.  For inquiries about FEMA's data and Open government program please contact the OpenFEMA team via email OpenFEMA@fema.dhs.gov.",,https://www.fema.gov/api/open/v1/FimaNfipClaims,https://www.fema.gov/openfema-data-page/fima-nfip-redacted-claims-v1,"NFIP,FIMA,claims",2020-06-24T04:00:00.000Z,Federal Emergency Management Agency,OpenFEMA,openfema@fema.gov,public,https://www.fema.gov/flood-insurance,1970-08-31/,1,1,2568936,024:70,024:039,,,,National Flood Insurance Program,TRUE,R/P1M,en-US,,https://nfipservices.floodsmart.gov/manuals/jan_2015_consolidated_trrp.pdf,2019-06-01T04:00:00.000Z,,,,,,9b8b5341b97aa21268935132ed6830f9192e1ce8,2022-03-09T07:16:24.067Z,5f086f050c96941b08614c47
